# Genetic map for GigaMUGA chromosome 17
# nrow 4335
# ncol 3
marker,chr,pos
UNCHS043509,17,1.944
UNCHS043511,17,1.944
JAX00429559,17,1.946
UNCHS043513,17,1.959
UNCHS043514,17,1.959
UNCHS043515,17,1.959
UNCHS043517,17,1.96
UNCHS043521,17,1.964
JAX00429572,17,1.964
UNCHS043522,17,1.965
JAX00429588,17,1.973
UNCHS043523,17,1.975
JAX00072975,17,1.975
UNCHS043524,17,1.975
UNCHS043525,17,1.98
UNCHS043526,17,1.98
UNCHS043528,17,1.99
JAX00429614,17,1.991
JAX00429615,17,1.991
JAX00429656,17,2.007
UNCHS043529,17,2.021
UNCHS043530,17,2.022
JAX00429672,17,2.027
UNCHS043531,17,2.032
UNCHS043532,17,2.032
UNCHS043533,17,2.051
UNCHS043534,17,2.052
JAX00429705,17,2.052
UNCHS043536,17,2.061
UNC27491317,17,2.071
JAX00429735,17,2.075
JAX00429743,17,2.079
UNC27492105,17,2.082
JAX00073018,17,2.087
UNC27492995,17,2.097
JAX00429759,17,2.097
UNC27493771,17,2.106
UNC27494863,17,2.132
JAX00429804,17,2.143
UNCHS043537,17,2.156
UNCHS043538,17,2.157
UNC27495738,17,2.161
UNC27496163,17,2.175
UNC27497131,17,2.196
UNC27497695,17,2.209
UNC27498174,17,2.221
UNCHS043539,17,2.237
JAX00429841,17,2.238
UNCHS043540,17,2.238
UNC27499141,17,2.241
JAX00429853,17,2.249
JAX00429853r,17,2.249
UNCHS043542,17,2.254
UNC27500437,17,2.269
UNC27501276,17,2.322
UNC27501759,17,2.354
UNC27502327,17,2.396
JAX00429936,17,2.457
UNCHS043543,17,2.461
UNCHS043544,17,2.463
JAX00429946,17,2.488
UNCHS043545,17,2.514
UNC27504504,17,2.543
UNC27504612,17,2.548
UNCHS043547,17,2.555
UNCHS043548,17,2.557
UNCHS043549,17,2.612
UNCHS043551,17,2.631
UNCHS043552,17,2.634
UNC27506329,17,2.65
UNC27507164,17,2.691
UNC27508313,17,2.749
UNC27508550,17,2.767
UNC27510238,17,2.874
UNCHS043553,17,2.91
UNCHS043554,17,2.914
UNCHS043555,17,2.932
UNCHS043556,17,2.934
UNCHS043557,17,2.949
UNC27511647,17,2.951
UNCHS043558,17,2.952
UNC27512232,17,2.98
UNCHS043559,17,2.989
UNCHS043560,17,2.993
JAX00430119,17,2.999
UNC27513380,17,3.034
UNCHS043561,17,3.044
UNCHS043562,17,3.048
UNC27514092,17,3.07
UNC27514735,17,3.111
UNCHS043563,17,3.111
UNC27515402,17,3.152
JAX00073134,17,3.193
UNC27516043,17,3.196
UNC27516526,17,3.222
UNCHS043565,17,3.224
UNCHS043566,17,3.226
UNCHS043567,17,3.254
UNC27517431,17,3.269
UNC27518476,17,3.327
UNCHS043569,17,3.351
UNCHS043570,17,3.355
UNC27519200,17,3.369
UNC27519627,17,3.391
UNCHS043571,17,3.402
UNCHS043572,17,3.404
UNC27520242,17,3.426
UNC27520267,17,3.427
UNC27520342,17,3.429
UNC27520390,17,3.431
UNC27520413,17,3.432
UNC27520426,17,3.434
UNC27520448,17,3.435
UNC27520488,17,3.437
UNC27520546,17,3.439
UNC27520565,17,3.439
UNC27520624,17,3.441
UNC27520666,17,3.443
UNC27520720,17,3.445
UNC27520804,17,3.448
UNCHS043573,17,3.448
UNCHS043574,17,3.45
UNCHS043575,17,3.494
UNCHS043576,17,3.496
UNC27521799,17,3.5
UNC27522753,17,3.554
JAX00073177,17,3.677
UNC27523158,17,3.686
UNCHS043577,17,3.738
UNC27523857,17,3.742
JAX00430367,17,3.75
UNC27524243,17,3.786
UNCHS043579,17,3.787
UNCHS043580,17,3.791
JAX00430384,17,3.801
JAX00073189,17,3.806
UNCHS043581,17,3.855
UNCHS043582,17,3.858
UNCHS043583,17,3.873
UNCHS043584,17,3.877
UNCHS043586,17,3.89
JAX00430402,17,3.898
UNCJPD006523,17,4.127
UNCHS043591,17,4.343
UNCHS043593,17,4.368
UNCHS043594,17,4.371
UNC27525742,17,4.371
JAX00430468,17,4.374
UNC27526083,17,4.391
JAX00430494,17,4.438
JAX00430499,17,4.44
JAX00430500,17,4.44
UNC27527025,17,4.469
UNC27527489,17,4.642
JAX00430538,17,4.701
UNC27528137,17,4.706
UNCHS043597,17,4.706
UNCHS043598,17,4.707
UNC27528538,17,4.71
UNCHS043599,17,4.716
UNCHS043600,17,4.716
UNCHS043601,17,4.721
JAX00073268,17,4.725
UNC27529463,17,4.735
UNC27529617,17,4.736
JAX00430589,17,4.745
JAX00430601,17,4.748
UNC27530403,17,4.751
JAX00430622,17,4.758
UNC27531526,17,4.759
UNCHS043604,17,4.765
UNCHS043605,17,4.767
UNCHS043606,17,4.768
JAX00430704,17,4.804
JAX00073304,17,4.804
UNCHS043607,17,4.871
UNCHS043608,17,4.872
UNC27533459,17,4.876
JAX00073328,17,4.877
UNCHS043609,17,4.878
UNCHS043610,17,4.879
UNC27533712,17,4.882
JAX00430757,17,4.884
UNC27534610,17,4.9
UNC27534981,17,4.911
JAX00430799,17,4.914
JAX00430822,17,4.925
UNC27535721,17,4.93
JAX00430823,17,4.933
UNC27536218,17,4.977
UNC27537000,17,5.041
UNCHS043611,17,5.099
UNC27537777,17,5.1
UNCHS043612,17,5.102
JAX00430895,17,5.145
UNCHS043613,17,5.147
UNCHS043614,17,5.15
UNC27538484,17,5.154
JAX00188348,17,5.174
JAX00430903,17,5.178
JAX00430903q,17,5.178
UNC27539150,17,5.214
UNCHS043615,17,5.288
UNC27540034,17,5.29
UNCHS043616,17,5.29
UNCHS043618,17,5.314
UNC27540458,17,5.327
UNCHS043619,17,5.351
UNCHS043620,17,5.353
UNC27540834,17,5.357
UNC27541060,17,5.374
UNCHS043621,17,5.376
UNCHS043622,17,5.378
UNC27541320,17,5.391
UNCHS043623,17,5.404
UNCHS043624,17,5.408
JAX00210406,17,5.42
UNC27541650,17,5.424
UNC27541688,17,5.428
UNC27541770,17,5.436
JAX00430989,17,5.437
UNC27541942,17,5.449
UNCHS043625,17,5.453
UNCHS043626,17,5.456
UNC27542072,17,5.459
UNC27542203,17,5.469
UNC27542333,17,5.478
UNC27542535,17,5.489
UNC27542613,17,5.496
UNC27542675,17,5.503
UNC27542842,17,5.52
UNC27542915,17,5.53
UNC27543086,17,5.577
UNC27543139,17,5.596
UNC27543245,17,5.62
UNC27543557,17,5.674
UNC27543714,17,5.706
UNC27543859,17,5.748
UNC27543920,17,5.769
UNCHS043627,17,5.778
JAX00073396,17,5.787
UNC27544219,17,5.868
UNC27544337,17,5.907
UNC27544389,17,5.928
UNC27544557,17,5.977
JAX00073399,17,6.016
UNC27544687,17,6.016
UNCHS043629,17,6.028
UNCHS043630,17,6.038
UNC27544850,17,6.067
UNC27545043,17,6.135
UNC27545092,17,6.163
UNC27545171,17,6.213
UNC27545286,17,6.284
UNC27545385,17,6.317
UNC27545526,17,6.347
JAX00431095,17,6.35
UNC27545625,17,6.381
UNCHS043631,17,6.422
UNCHS043632,17,6.43
UNC27545869,17,6.434
UNC27545943,17,6.446
UNC27546058,17,6.477
UNC27546228,17,6.515
JAX00431122,17,6.549
UNC27546358,17,6.554
UNC27546455,17,6.585
UNC27546573,17,6.623
UNC27546650,17,6.662
UNC27546739,17,6.723
UNC27546951,17,6.799
UNCHS043635,17,6.856
UNCHS043636,17,6.869
UNC27547496,17,6.967
UNCHS043637,17,6.989
UNCHS043638,17,7.005
UNC27547968,17,7.101
UNCHS043639,17,7.161
UNCHS043640,17,7.17
JAX00431156,17,7.329
UNC27548598,17,7.334
UNCHS043642,17,7.481
