# Genetic map for GigaMUGA chromosome 16
# nrow 4372
# ncol 3
marker,chr,pos
JAX00412460,16,2.074
UNCHS041521,16,2.178
JAX00065890,16,2.181
UNCHS041524,16,2.186
JAX00412482,16,2.207
CEAJAX00412499,16,2.282
JAX00065905,16,2.29
UNCHS041525,16,2.311
UNCHS041526,16,2.319
JAX00412509,16,2.323
UNCHS041527,16,2.334
UNC26250076,16,2.339
UNCHS041529,16,2.341
JAX00412517,16,2.342
UNCHS041530,16,2.345
CEAJAX00065914,16,2.366
UNCHS041531,16,2.404
UNCHS041532,16,2.405
UNCHS041533,16,2.405
UNCHS041534,16,2.406
UNCHS041535,16,2.408
JAX00412544,16,2.409
UNCHS041537,16,2.41
UNCHS041538,16,2.41
UNCHS041539,16,2.411
JAX00412546,16,2.411
UNCHS041540,16,2.411
UNCHS041541,16,2.413
UNC26251504,16,2.415
UNCHS041543,16,2.418
B6_16-004238020-S,16,2.418
JAX00412561q,16,2.422
UNC26252398,16,2.424
UNCHS041546,16,2.43
JAX00412590,16,2.434
UNCHS041547,16,2.436
JAX00065946,16,2.436
UNCHS041548,16,2.437
JAX00412603,16,2.437
UNCHS041549,16,2.438
UNCHS041550,16,2.439
UNC26253762,16,2.439
JAX00412609,16,2.441
UNCHS041551,16,2.442
UNC26254047,16,2.442
UNCHS041552,16,2.442
UNCHS041553,16,2.443
UNCHS041554,16,2.443
UNCHS041555,16,2.444
UNCHS041556,16,2.445
UNCHS041557,16,2.447
UNCHS041559,16,2.455
UNC26255523,16,2.457
JAX00065966,16,2.462
UNC26256357,16,2.467
UNC26257149,16,2.476
UNCHS041563,16,2.48
UNCHS041564,16,2.481
UNCHS041565,16,2.487
JAX00412665,16,2.487
UNC26258269,16,2.488
UNCHS041567,16,2.49
UNCHS041568,16,2.49
UNCHS041569,16,2.494
UNCHS041570,16,2.495
UNCHS041571,16,2.498
UNCHS041572,16,2.499
UNC26259463,16,2.5
UNC26260015,16,2.504
UNCHS041573,16,2.512
UNCHS041574,16,2.512
UNC26261374,16,2.514
UNCHS041575,16,2.514
UNCHS041578,16,2.52
UNC26263616,16,2.528
UNCHS041579,16,2.529
UNCHS041580,16,2.529
UNC26264492,16,2.534
JAX00412750,16,2.546
JAX00188190,16,2.546
UNCHS041581,16,2.576
UNCHS041582,16,2.578
UNC26268602,16,2.603
UNC26269470,16,2.624
UNCHS041583,16,2.625
UNCHS041584,16,2.626
UNCHS041585,16,2.64
UNCHS041587,16,2.644
UNCHS041588,16,2.645
JAX00066056,16,2.647
JAX00412820,16,2.66
UNCHS041589,16,2.688
UNCHS041590,16,2.689
JAX00412851,16,2.744
JAX00412855,16,2.749
UNCHS041591,16,2.829
UNC26274058,16,2.834
JAX00412888,16,2.942
JAX00412895,16,2.994
UNC26276116,16,3.005
UNCHS041593,16,3.083
UNCHS041594,16,3.085
UNC26277751,16,3.112
JAX00066097,16,3.139
UNCHS041595,16,3.142
UNCHS041596,16,3.145
JAX00412943,16,3.186
UNCHS041597,16,3.204
UNCHS041598,16,3.207
UNC26279096,16,3.215
JAX00066110,16,3.316
UNC26280441,16,3.329
JAX00412979,16,3.329
UNC26281353,16,3.339
UNCHS041599,16,3.35
UNC26283249,16,3.356
JAX00413030,16,3.359
UNCHS041601,16,3.364
UNCHS041602,16,3.364
UNCHS041603,16,3.366
UNC26284692,16,3.367
UNCHS041604,16,3.367
UNC26285307,16,3.372
UNC26285513,16,3.373
UNC26285827,16,3.376
UNC26285976,16,3.377
UNC26286121,16,3.379
UNC26286240,16,3.38
UNC26286388,16,3.382
UNCHS041605,16,3.383
UNCHS041606,16,3.383
UNC26286477,16,3.383
UNC26286717,16,3.385
UNCHS041607,16,3.386
UNCHS041608,16,3.386
UNC26286887,16,3.387
UNC26286979,16,3.388
UNC26287211,16,3.39
UNC26287331,16,3.391
UNC26287572,16,3.393
UNCHS041609,16,3.395
UNC26287738,16,3.395
UNCHS041498,16,3.395
UNC26288014,16,3.397
UNCHS041611,16,3.397
UNCHS041612,16,3.398
UNC26288144,16,3.398
UNC26288324,16,3.4
UNC26288490,16,3.401
UNC26288600,16,3.402
backupUNC160014695,16,3.405
UNC26289039,16,3.405
UNCHS041613,16,3.407
UNC26289351,16,3.407
UNCHS041614,16,3.408
UNC26289520,16,3.409
UNC26289624,16,3.411
UNC26289734,16,3.412
UNCHS041615,16,3.414
UNC26289978,16,3.415
UNCHS041616,16,3.415
UNC26290092,16,3.415
UNC26290363,16,3.418
UNC26290998,16,3.427
UNC26291920,16,3.436
UNC26292717,16,3.444
JAX00413167,16,3.446
JAX00413169,16,3.447
UNCHS041617,16,3.452
UNCHS041618,16,3.452
JAX00413181,16,3.453
UNCHS041619,16,3.456
UNCHS041620,16,3.456
UNCHS041621,16,3.458
UNCHS041622,16,3.458
UNC26294258,16,3.459
UNCHS041623,16,3.481
UNC26296341,16,3.481
UNCHS041624,16,3.481
JAX00413229,16,3.494
JAX00413229q,16,3.494
UNCHS041625,16,3.502
UNCHS041626,16,3.507
JAX00413243,16,3.512
UNC26297482,16,3.512
UNC26298171,16,3.545
JAX00413250,16,3.546
UNCHS041628,16,3.55
UNC26298376,16,3.553
UNC26298521,16,3.556
UNC26298611,16,3.56
UNC26299295,16,3.579
UNC26299539,16,3.586
JAX00413274,16,3.588
UNC26299643,16,3.593
UNC26299831,16,3.598
UNC26299962,16,3.603
JAX00413285,16,3.612
UNC26300274,16,3.614
UNC26300410,16,3.621
UNC26300481,16,3.628
UNC26300628,16,3.646
UNC26300718,16,3.671
JAX00413301,16,3.675
UNC26300806,16,3.691
UNC26301010,16,3.74
UNCHS041629,16,3.76
UNCHS041630,16,3.765
UNC26301227,16,3.772
JAX00413308,16,3.779
UNC26301376,16,3.787
UNC26301533,16,3.814
UNCHS041631,16,3.816
UNCHS041632,16,3.821
UNCHS041633,16,3.823
UNCHS041634,16,3.829
UNC26301733,16,3.832
UNC26301923,16,3.87
UNC26302178,16,3.899
UNC26302460,16,3.921
UNC26302623,16,3.938
UNC26303280,16,4.02
UNCHS041636,16,4.046
UNCHS041637,16,4.057
UNCHS041638,16,4.062
JAX00413346,16,4.139
UNC26304446,16,4.172
UNC26305359,16,4.233
JAX00413352,16,4.235
JAX00413354,16,4.235
UNCHS041639,16,4.258
UNCHS041640,16,4.26
UNCHS041641,16,4.275
UNCHS041642,16,4.279
UNC26306353,16,4.29
UNCHS041644,16,4.305
JAX00413398,16,4.366
UNC26307957,16,4.377
UNCHS041645,16,4.425
UNCHS041646,16,4.433
UNCHS041647,16,4.564
JAX00413418,16,4.592
JAX00413420,16,4.596
JAX00413427,16,4.763
UNC26310160,16,4.779
UNCHS041649,16,4.799
UNCHS041650,16,4.809
UNC26310809,16,4.943
JAX00413459,16,5.008
UNCHS041651,16,5.014
UNCHS041652,16,5.016
UNC26312009,16,5.031
UNC26312748,16,5.052
UNC26313584,16,5.077
JAX00413499,16,5.094
JAX00413500,16,5.105
JAX00413513,16,5.133
JAX00066315,16,5.142
UNCHS041654,16,5.151
UNCHS041655,16,5.169
UNCHS041656,16,5.171
UNC26316837,16,5.187
UNC26317404,16,5.212
UNCHS041657,16,5.22
UNCHS041658,16,5.223
JAX00413545,16,5.225
UNC26318236,16,5.251
JAX00066337,16,5.278
UNC26318869,16,5.279
UNCHS041659,16,5.333
UNCHS041660,16,5.335
UNC26321003,16,5.35
UNCHS041661,16,5.369
UNC26322105,16,5.377
JAX00413628,16,5.382
UNC26322889,16,5.398
UNCHS041663,16,5.405
UNCHS041664,16,5.406
JAX00413636,16,5.41
UNCHS041667,16,5.424
UNC26323782,16,5.425
UNCHS041665,16,5.425
UNCHS041666,16,5.426
UNCHS041668,16,5.428
UNCHS041669,16,5.454
UNCHS041670,16,5.455
UNCHS041671,16,5.455
UNCHS041672,16,5.457
JAX00413650,16,5.458
UNCHS041673,16,5.462
UNCHS041674,16,5.464
JAX00066367,16,5.464
UNC26325212,16,5.47
UNC26325904,16,5.498
UNCHS041675,16,5.527
UNC26326500,16,5.531
UNCHS041677,16,5.543
UNCHS041678,16,5.546
JAX00413672,16,5.547
UNC26326969,16,5.555
