# Genetic map for GigaMUGA chromosome 12
# nrow 5177
# ncol 3
marker,chr,pos
UNCHS032579,12,1.595
UNCHS032580,12,1.597
UNCHS032581,12,1.634
UNCHS032582,12,1.637
JAX00032639,12,1.7
UNCHS032586,12,1.767
UNC20544708,12,1.794
UNCHS032587,12,1.804
UNCHS032588,12,1.807
JAX00199655,12,1.811
UNCHS032589,12,1.841
UNCHS032590,12,1.845
UNCHS032591,12,1.852
UNCHS032594,12,1.858
UNCHS032595,12,1.861
UNCHS032596,12,1.863
UNCHS032598,12,1.877
UNCHS032599,12,1.884
UNCHS032601,12,1.885
UNCHS032600,12,1.886
JAX00323981,12,1.886
UNCHS032603,12,1.888
UNCHS032605,12,1.896
UNCHS032606,12,1.9
JAX00323996,12,1.91
UNCHS032607,12,1.913
JAX00324008,12,1.93
UNC20547528,12,1.954
UNC20547890,12,1.976
UNCHS032609,12,2.002
UNCHS032610,12,2.002
UNCHS032612,12,2.006
UNCHS032613,12,2.008
UNC20549033,12,2.008
UNCHS032614,12,2.008
UNCHS032616,12,2.013
UNCHS032618,12,2.015
UNCHS032619,12,2.017
UNCHS032620,12,2.018
UNC20549832,12,2.019
UNCHS032621,12,2.027
backupUNC120343260,12,2.027
UNCHS032622,12,2.027
JAX00032702,12,2.033
UNCHS032626,12,2.034
UNCHS032628,12,2.036
UNCHS032629,12,2.036
JAX00324082,12,2.038
UNC20551212,12,2.039
UNCHS032631,12,2.046
UNCHS032633,12,2.047
UNCHS032635,12,2.047
UNC20551760,12,2.048
UNCHS032634,12,2.048
UNCHS032636,12,2.048
UNCHS032637,12,2.056
JAX00324104,12,2.062
UNC20552681,12,2.064
UNCHS032639,12,2.066
UNC20553149,12,2.076
UNCHS032641,12,2.079
JAX00324115,12,2.079
UNCHS032642,12,2.079
UNC20553693,12,2.085
UNCHS032643,12,2.09
UNCHS032646,12,2.115
UNCHS032647,12,2.122
UNCHS032648,12,2.124
UNCHS032649,12,2.126
UNCHS032650,12,2.128
UNCHS032651,12,2.14
UNC20555752,12,2.155
JAX00032741,12,2.158
JAX00324148,12,2.168
JAX00324150,12,2.169
UNC20556352,12,2.182
UNC20556847,12,2.209
UNC20557642,12,2.236
UNCHS032653,12,2.253
UNCHS032657,12,2.276
UNCHS032658,12,2.277
UNCHS032659,12,2.286
UNC20558531,12,2.289
UNCHS032660,12,2.291
UNC20559176,12,2.32
