# Genetic map for GigaMUGA chromosome 1
# nrow 8565
# ncol 3
marker,chr,pos
JAX00000010,1,1.562
JAX00000010r,1,1.562
UNCHS000003,1,1.592
JAX00240606,1,1.598
JAX00240613,1,1.602
JAX00240636,1,1.607
UNCHS000005,1,1.61
UNCHS000006,1,1.61
JAX00240649,1,1.611
UNCHS000007,1,1.618
UNCHS000009,1,1.623
UNCHS000011,1,1.625
UNCHS000012,1,1.625
UNCHS000013,1,1.626
UNCHS000014,1,1.626
JAX00240699,1,1.627
JAX00240700,1,1.627
UNC9371,1,1.643
JAX00240733,1,1.643
JAX00190647,1,1.652
UNC11461,1,1.658
UNCHS000015,1,1.669
UNCHS000016,1,1.67
UNC12838,1,1.677
JAX00240778,1,1.683
JAX00000089,1,1.687
JAX00240804,1,1.711
UNC15185,1,1.715
JAX00240817,1,1.721
UNC16386,1,1.73
UNCHS000017,1,1.739
UNCHS000018,1,1.74
JAX00000115,1,1.746
UNCHS000019,1,1.758
UNCHS000020,1,1.758
JAX00000121,1,1.759
JAX00240864,1,1.764
UNCHS000021,1,1.764
UNC19217,1,1.768
UNCHS000023,1,1.786
UNC21023,1,1.793
JAX00240897,1,1.799
JAX00240910,1,1.811
JAX00190669,1,1.817
UNCHS000025,1,1.839
UNCHS000026,1,1.84
UNCHS000027,1,1.859
UNCHS000028,1,1.86
UNC23995,1,1.86
UNCHS000029,1,1.861
UNCHS000030,1,1.861
UNCHS000031,1,1.861
UNC24700,1,1.864
JAX00000169,1,1.865
UNCHS000033,1,1.867
UNCHS000034,1,1.867
JAX00240989,1,1.87
UNCHS000035,1,1.87
UNCHS000037,1,1.875
UNC26205,1,1.879
UNC26932,1,1.885
UNC28841,1,1.892
JAX00241061,1,1.893
UNC30322,1,1.901
UNCHS000039,1,1.904
UNCHS000040,1,1.904
JAX00241091,1,1.911
JAX00241097,1,1.915
UNCHS000041,1,1.919
UNC34218,1,1.924
JAX00241125,1,1.933
JAX00241142,1,1.937
UNC36398,1,1.938
JAX00241189,1,1.954
JAX00000280,1,1.955
JAX00241205,1,1.956
UNCHS000045,1,1.96
UNCHS000046,1,1.961
UNC40323,1,1.963
JAX00241222,1,1.963
JAX00241239,1,1.969
UNC41603,1,1.972
UNCHS000047,1,1.983
UNCHS000048,1,1.984
UNCHS000049,1,1.986
UNC44002,1,1.986
UNCHS000050,1,1.986
JAX00000309,1,1.986
JAX00000309q,1,1.986
JAX00241269,1,1.992
JAX00241286,1,1.999
JAX00241286r,1,1.999
UNC49074,1,2.016
UNC49759,1,2.018
JAX00241304,1,2.019
JAX00241324,1,2.028
JAX00000353,1,2.029
JAX00241334,1,2.035
JAX00241337,1,2.035
UNC55318,1,2.039
JAX00241349,1,2.043
