# Genetic map for GigaMUGA chromosome 6
# nrow 6455
# ncol 3
marker,chr,pos
JAX00228422,6,1.396
JAX00601838,6,1.471
JAX00137332,6,1.471
UNCHS016393,6,1.476
UNCHS016394,6,1.478
UNCHS016395,6,1.505
UNCHS016396,6,1.507
CEAJAX00601853,6,1.518
JAX00601853,6,1.518
JAX00601853r,6,1.518
UNCHS016397,6,1.521
UNCHS016398,6,1.522
UNCHS016399,6,1.553
UNCHS016400,6,1.554
JAX00137347,6,1.565
JAX00601879,6,1.601
UNCHS016401,6,1.612
UNCHS016402,6,1.615
JAX00601880,6,1.624
UNCHS016403,6,1.627
UNCHS016404,6,1.628
JAX00228433,6,1.659
UNCHS016405,6,1.692
JAX00601897,6,1.699
UNCHS016408,6,1.711
UNCHS016409,6,1.736
UNCHS016410,6,1.738
JAX00601910,6,1.753
UNC10471744,6,1.757
JAX00601915,6,1.76
UNCHS016411,6,1.789
UNCHS016412,6,1.79
JAX00601927,6,1.793
JAX00601929,6,1.799
UNC10474750,6,1.824
JAX00137398,6,1.827
UNC10475366,6,1.836
UNCHS016414,6,1.836
UNCHS016416,6,1.837
JAX00601981,6,1.837
JAX00601981q,6,1.837
UNC10475615,6,1.84
JAX00601997,6,1.851
UNC10476849,6,1.859
UNC10477147,6,1.864
UNC10477860,6,1.875
UNC10478583,6,1.886
UNC10478777,6,1.889
JAX00602032,6,1.89
JAX00137431,6,1.893
UNCHS016419,6,1.898
UNCHS016420,6,1.899
UNC10479551,6,1.902
UNC10479723,6,1.906
JAX00228455,6,1.909
UNC10480326,6,1.914
UNC10481130,6,1.923
UNC10482638,6,1.941
UNC10482904,6,1.945
JAX00137457,6,1.946
UNC10483643,6,1.954
UNCJPD002501,6,1.961
UNC10484262,6,1.964
UNCHS016421,6,1.964
UNCHS016422,6,1.964
UNC10484860,6,1.971
UNCHS016423,6,1.975
UNCHS016424,6,1.976
UNC10485564,6,1.98
UNCHS016425,6,1.981
UNCHS016426,6,1.981
UNC10486218,6,2.001
UNC10486443,6,2.023
JAX00602133,6,2.053
UNC10487207,6,2.067
JAX00602142,6,2.089
UNC10487732,6,2.092
JAX00137489,6,2.119
UNC10488616,6,2.141
UNCHS016428,6,2.158
UNC10489280,6,2.176
UNC10490204,6,2.198
UNC10490501,6,2.205
UNC10491637,6,2.227
UNC10492366,6,2.241
JAX00137514,6,2.253
JAX00602197,6,2.264
UNC10494097,6,2.276
UNC10494469,6,2.281
JAX00137523,6,2.281
UNCHS016429,6,2.308
UNC10495511,6,2.309
UNCHS016430,6,2.309
JAX00602217,6,2.318
UNC10495878,6,2.323
JAX00602234,6,2.337
JAX00602237,6,2.341
UNC10496817,6,2.351
UNCHS016431,6,2.357
JAX00602248,6,2.359
UNCHS016433,6,2.365
UNCHS016434,6,2.368
UNC10497593,6,2.374
UNC10498454,6,2.397
UNCHS016435,6,2.408
UNCHS016436,6,2.408
UNC10499357,6,2.418
JAX00602266,6,2.423
UNCHS016437,6,2.425
UNCHS016438,6,2.426
JAX00137552,6,2.46
JAX00602274,6,2.471
UNCHS016439,6,2.488
UNCHS016440,6,2.489
UNCHS016441,6,2.523
UNCHS016442,6,2.525
UNC10503413,6,2.535
UNC10504243,6,2.565
JAX00602317,6,2.566
JAX00137571,6,2.567
JAX00137571r,6,2.567
UNC10506939,6,2.661
UNC10507154,6,2.669
JAX00602355,6,2.682
UNC10508224,6,2.712
UNC10509411,6,2.759
UNC10510046,6,2.775
UNCHS016444,6,2.777
UNC10510594,6,2.814
JAX00137606,6,2.817
JAX00137606r,6,2.817
UNC10510979,6,2.832
JAX00602409,6,2.853
UNC10511903,6,2.893
UNC10512494,6,2.941
UNC10513499,6,2.986
JAX00602439,6,3.031
UNC10514936,6,3.076
UNCHS016445,6,3.081
UNCHS016446,6,3.083
UNCHS016447,6,3.115
UNCHS016448,6,3.119
UNC10516047,6,3.14
JAX00602469,6,3.158
JAX00602469r,6,3.158
JAX00137637,6,3.165
UNC10516507,6,3.165
UNC10517210,6,3.226
UNCHS016449,6,3.237
UNCHS016450,6,3.24
UNC10517696,6,3.258
JAX00602503,6,3.265
UNC10518129,6,3.296
