# Genetic map for GigaMUGA chromosome 9
# nrow 5875
# ncol 3
marker,chr,pos
JAX00684524,9,1.052
UNCHS024588,9,1.076
JAX00684532,9,1.081
JAX00167608,9,1.095
UNCHS024590,9,1.117
UNCHS024591,9,1.124
JAX00684548,9,1.132
UNCHS024594,9,1.145
JAX00167620,9,1.146
UNCHS024596,9,1.152
JAX00684562,9,1.202
ICR2066,9,1.223
ICR5908,9,1.223
UNCHS024597,9,1.243
JAX00684572,9,1.243
ICR5910,9,1.274
JAX00684585,9,1.293
JAX00167652,9,1.296
JAX00167658,9,1.318
UNC15757273,9,1.336
UNCHS024599,9,1.343
UNCHS024600,9,1.344
ICR5913,9,1.362
JAX00684615,9,1.387
JAX00684618,9,1.394
ICR1915,9,1.424
JAX00684627,9,1.448
ICR5916,9,1.457
JAX00167690,9,1.469
ICR5917,9,1.485
UNCHS024603,9,1.486
UNCHS024604,9,1.487
UNCHS024605,9,1.488
UNCHS024606,9,1.49
UNCHS024607,9,1.499
UNCHS024608,9,1.5
UNCHS024612,9,1.507
UNCHS024613,9,1.521
UNCHS024614,9,1.522
JAX00684674,9,1.578
UNC15764454,9,1.597
JAX00167719,9,1.599
JAX00684709,9,1.658
UNC15767595,9,1.677
UNCHS024615,9,1.685
UNCHS024616,9,1.687
UNC15769082,9,1.71
JAX00684729,9,1.711
UNCHS024617,9,1.736
UNCHS024620,9,1.738
JAX00167750,9,1.74
JAX00684749,9,1.765
JAX00167764,9,1.806
UNC15774169,9,1.82
UNC15775930,9,1.867
JAX00167780,9,1.874
JAX00167787,9,1.904
UNC15777078,9,1.905
JAX00684813,9,1.905
UNCHS024621,9,1.921
UNCHS024623,9,1.933
UNC15778680,9,1.938
JAX00684824,9,1.946
UNC15781460,9,1.996
UNCHS024625,9,2.015
UNCHS024626,9,2.017
JAX00684853,9,2.019
UNCHS024627,9,2.026
UNCHS024628,9,2.029
UNC15783527,9,2.038
JAX00684874,9,2.066
JAX00167829,9,2.093
B6_09-006238770-S,9,2.096
UNCHS024629,9,2.096
UNCHS024630,9,2.099
UNCHS024631,9,2.107
UNCHS024632,9,2.108
UNC15786943,9,2.116
UNC15788606,9,2.15
UNCHS024633,9,2.169
UNCHS024634,9,2.17
JAX00684937,9,2.185
UNCHS024635,9,2.195
UNCHS024636,9,2.196
UNCHS024638,9,2.205
JAX00684969,9,2.24
UNC15793828,9,2.289
JAX00684990,9,2.314
UNC15795926,9,2.34
JAX00685006,9,2.348
UNCHS024639,9,2.369
UNCHS024640,9,2.37
UNC15796994,9,2.388
UNCHS024641,9,2.408
UNCHS024642,9,2.41
UNCHS024643,9,2.414
UNCHS024644,9,2.414
UNC15798012,9,2.432
JAX00685050,9,2.449
UNCHS024645,9,2.458
JAX00167917,9,2.464
UNC15800640,9,2.468
UNCHS024648,9,2.469
UNCHS024649,9,2.471
UNCHS024653,9,2.473
JAX00685128,9,2.473
JAX00685131,9,2.475
UNC15803388,9,2.476
UNCHS024657,9,2.477
UNCHS024656,9,2.477
UNCHS024658,9,2.478
UNC15805511,9,2.483
UNCHS024659,9,2.485
UNCHS024660,9,2.485
JAX00685185,9,2.486
UNCHS024662,9,2.486
UNC15806186,9,2.487
ICR1923,9,2.488
JAX00685209,9,2.491
UNCHS024663,9,2.492
UNCHS024664,9,2.492
ICR1924,9,2.492
UNC15807767,9,2.493
UNC15809310,9,2.499
ICR1926,9,2.5
ICR1927,9,2.503
UNC15810364,9,2.503
JAX00685274,9,2.507
UNC15812125,9,2.509
UNC15812808,9,2.513
JAX00685286,9,2.513
JAX00685287,9,2.514
JAX00685317,9,2.521
JAX00685330,9,2.523
JAX00724844,9,2.524
JAX00685337,9,2.525
UNC15818423,9,2.531
UNCHS024667,9,2.533
UNCHS024668,9,2.534
JAX00685399,9,2.536
UNC15821079,9,2.538
JAX00168049,9,2.539
JAX00685415,9,2.539
JAX00168057,9,2.542
JAX00168057r,9,2.542
JAX00685437,9,2.543
CEAJAX00685441,9,2.543
UNC15823592,9,2.545
JAX00168064,9,2.547
JAX00168066,9,2.547
CEAJAX00685488,9,2.552
UNC15826062,9,2.554
UNCHS024670,9,2.558
JAX00685512,9,2.56
JAX00168089,9,2.56
JAX00168090,9,2.56
UNC15829659,9,2.563
UNC15831235,9,2.569
UNCHS024671,9,2.573
UNCHS024673,9,2.573
UNCHS024674,9,2.574
UNCHS024675,9,2.575
UNC15834149,9,2.579
JAX00168126,9,2.58
UNCHS024677,9,2.58
UNCHS024678,9,2.58
UNCHS024679,9,2.582
UNCHS024680,9,2.583
UNC15835273,9,2.584
UNCHS024681,9,2.584
UNCHS024682,9,2.584
UNC15836118,9,2.587
JAX00685640,9,2.591
UNC15837557,9,2.592
UNC15839503,9,2.599
UNC15840146,9,2.601
UNC15840513,9,2.603
JAX00685698,9,2.606
UNC15842314,9,2.61
UNCHS024683,9,2.616
UNCHS024684,9,2.617
JAX00685729,9,2.617
UNC15844601,9,2.618
JAX00685738,9,2.62
UNC15845746,9,2.62
UNCHS024685,9,2.621
UNCHS024686,9,2.621
UNCHS024687,9,2.622
UNCHS024688,9,2.622
JAX00685761,9,2.625
UNC15847891,9,2.627
JAX00685771,9,2.628
UNC15848534,9,2.63
JAX00685776,9,2.632
UNC15848997,9,2.632
JAX00168224,9,2.635
UNCHS024690,9,2.635
UNC15849627,9,2.636
JAX00236129,9,2.637
JAX00236129r,9,2.637
