# Genetic map for GigaMUGA chromosome 18
# nrow 4003
# ncol 3
marker,chr,pos
JAX00450675,18,2.096
CEAJAX00450682,18,2.141
CEBJAX00450682,18,2.141
CEAJAX00450688,18,2.166
JAX00450688,18,2.166
UNCHS045299,18,2.177
UNCHS045300,18,2.18
JAX00079769,18,2.238
UNCHS045302,18,2.266
JAX00079772,18,2.268
JAX00079786,18,2.353
UNCHS044798,18,2.396
JAX00450730,18,2.405
UNCHS045305,18,2.409
UNCHS045307,18,2.413
UNCHS045308,18,2.416
UNCHS045309,18,2.45
UNCHS045310,18,2.451
UNCHS045312,18,2.468
backupUNC180249319,18,2.489
UNCHS045313,18,2.503
UNCHS045314,18,2.505
JAX00450759,18,2.512
UNCHS045315,18,2.52
UNCHS045316,18,2.522
ICR946,18,2.53
UNCHS045317,18,2.536
UNCHS045318,18,2.538
JAX00450767,18,2.546
UNCHS045319,18,2.556
UNCHS045321,18,2.573
UNCHS045322,18,2.574
JAX00079832,18,2.587
UNCHS045323,18,2.63
UNCHS045324,18,2.634
B6_rs6284288,18,2.675
UNCHS045327,18,2.686
UNCHS045325,18,2.687
UNCHS045328,18,2.694
UNCHS045329,18,2.697
UNCHS045330,18,2.699
JAX00450793,18,2.71
UNC28650753,18,2.738
JAX00450808,18,2.78
UNCHS045333,18,2.805
UNCHS045334,18,2.807
UNCHS045335,18,2.812
UNC28652433,18,2.813
UNCHS045336,18,2.814
JAX00450831,18,2.828
UNCHS045338,18,2.839
UNCHS045339,18,2.892
UNCHS045341,18,2.907
UNCHS045342,18,2.91
JAX00450852,18,2.912
JAX00450853,18,2.913
UNCHS045344,18,2.937
UNC28655293,18,2.938
UNCHS045345,18,2.946
JAX00450873,18,2.981
UNCHS045347,18,2.985
UNCHS045348,18,2.988
JAX00450879,18,2.998
JAX00450889,18,3.027
JAX00450907,18,3.175
UNCHS045349,18,3.217
UNCHS045350,18,3.224
UNCHS045351,18,3.353
UNCHS045352,18,3.359
JAX00079906,18,3.359
UNCHS045353,18,3.365
UNCHS045354,18,3.371
UNC28660113,18,3.385
JAX00450954,18,3.563
UNCHS045355,18,3.584
UNCHS045356,18,3.589
UNCHS045357,18,3.667
JAX00212188,18,3.672
UNCHS045358,18,3.673
UNCHS045359,18,3.673
UNCHS045360,18,3.679
JAX00450977,18,3.694
JAX00450980,18,3.699
UNCHS045361,18,3.715
JAX00079929,18,3.772
UNCHS045363,18,3.857
UNC28663194,18,3.86
UNCHS045364,18,3.862
UNCHS045365,18,3.999
JAX00079940,18,4.029
UNC28665110,18,4.163
JAX00451025,18,4.182
UNCHS045368,18,4.185
UNCHS045369,18,4.254
