# Genetic map for GigaMUGA chromosome 11
# nrow 6363
# ncol 3
marker,chr,pos
JAX00302683,11,2.285
JAX00302685,11,2.299
UNCHS029589,11,2.36
CEAJAX00023804,11,2.394
UNCHS029591,11,2.416
UNCHS029593,11,2.419
UNCHS029594,11,2.421
UNCHS029595,11,2.439
UNCHS029596,11,2.441
JAX00302709,11,2.495
JAX00302717,11,2.522
UNC18990654,11,2.534
JAX00302724,11,2.583
UNCHS029604,11,2.588
UNCHS029597,11,2.593
UNCHS029598,11,2.595
UNCHS029599,11,2.608
UNCHS029601,11,2.615
UNCHS029602,11,2.617
UNCHS029603,11,2.62
UNC18992309,11,2.673
JAX00302737,11,2.683
UNC18992622,11,2.697
UNC18992944,11,2.719
JAX00023839,11,2.731
UNCHS029605,11,2.731
UNCHS029606,11,2.738
UNC110237904,11,2.744
UNCHS029607,11,2.744
UNCHS029608,11,2.748
UNC18993442,11,2.764
UNCHS029609,11,2.792
UNCHS029610,11,2.795
UNC18993826,11,2.808
UNCHS029611,11,2.824
UNCHS029612,11,2.826
JAX00023851,11,2.842
UNC18994282,11,2.844
UNC18994480,11,2.852
UNCHS029614,11,2.859
UNC18994673,11,2.86
UNCHS029615,11,2.866
JAX00023857,11,2.866
UNC18994955,11,2.868
JAX00023858,11,2.869
UNCHS029617,11,2.871
UNC18995212,11,2.875
JAX00302775,11,2.875
UNCHS029619,11,2.88
UNC18995393,11,2.882
UNC18995627,11,2.89
UNC18995899,11,2.9
UNCHS029624,11,2.9
JAX00197189,11,2.902
JAX00023875,11,2.919
UNC18996780,11,2.929
UNCHS029626,11,2.934
UNC18997021,11,2.937
UNCHS029627,11,2.952
UNCHS029628,11,2.955
JAX00302807,11,2.956
UNC18997498,11,2.958
UNC18997702,11,2.969
UNCHS029629,11,2.979
UNCHS029630,11,2.981
JAX00023889,11,2.982
UNC18998019,11,2.985
UNC18998209,11,2.997
UNC18998351,11,3.006
UNCHS029631,11,3.014
UNCHS029632,11,3.016
JAX00302821,11,3.018
UNCHS029634,11,3.022
UNCHS029636,11,3.023
UNCHS029638,11,3.027
UNC18998944,11,3.036
UNCHS029640,11,3.046
UNCHS029641,11,3.051
UNC18999268,11,3.052
UNCHS029642,11,3.052
JAX00302840,11,3.054
UNC18999433,11,3.057
UNCHS029643,11,3.064
UNCHS029646,11,3.078
UNCHS029647,11,3.078
UNC18999824,11,3.079
UNCHS029648,11,3.081
UNCHS029649,11,3.088
UNC19000036,11,3.088
UNCHS029650,11,3.091
UNCHS029652,11,3.096
UNC19000380,11,3.103
UNCHS029653,11,3.118
UNCHS029655,11,3.121
UNCHS029656,11,3.122
UNC19000946,11,3.124
UNCHS029657,11,3.138
UNCHS029659,11,3.139
UNC19001266,11,3.139
UNCHS029658,11,3.139
UNC19001625,11,3.154
UNCHS029662,11,3.157
UNC19001887,11,3.164
JAX00023924,11,3.179
JAX00023924r,11,3.179
JAX00302900,11,3.18
UNCHS029663,11,3.187
UNC19002506,11,3.205
UNC19002666,11,3.24
UNC19002862,11,3.274
UNCHS029665,11,3.308
UNC19003210,11,3.312
UNCHS029666,11,3.312
JAX00302920,11,3.318
UNC19003496,11,3.348
UNC19003648,11,3.363
UNC19003908,11,3.393
UNC19004230,11,3.439
UNCHS029667,11,3.446
UNCHS029668,11,3.449
UNC19004405,11,3.471
UNCHS029669,11,3.479
UNCHS029670,11,3.487
UNC19004575,11,3.504
UNC19004651,11,3.525
JAX00302962,11,3.566
JAX00302962r,11,3.566
