# Genetic map for GigaMUGA chromosome 19
# nrow 3110
# ncol 3
marker,chr,pos
UNCHS047038,19,3.008
JAX00468911,19,3.029
UNCHS047039,19,3.097
UNCHS047040,19,3.099
JAX00468938,19,3.129
UNCHS047041,19,3.155
UNCHS047043,19,3.158
UNCHS047042,19,3.159
UNCHS047044,19,3.163
B6_rs30503185,19,3.24
JAX00468967,19,3.273
UNCHS047045,19,3.353
UNCHS047046,19,3.356
JAX00468987,19,3.368
UNC29827168,19,3.376
UNCHS047047,19,3.377
UNCHS047049,19,3.377
UNCHS047048,19,3.379
UNC29827681,19,3.441
UNCHS047051,19,3.475
UNC29828334,19,3.527
UNCHS047053,19,3.581
UNC29828976,19,3.611
UNC29829291,19,3.664
JAX00469050,19,3.684
JAX00469067,19,3.73
JAX00469069,19,3.736
JAX00469078,19,3.759
JAX00469082,19,3.766
UNC29830560,19,3.804
UNC29831148,19,3.867
UNCHS047055,19,3.896
UNCHS047057,19,3.898
UNCHS047056,19,3.899
UNCHS047058,19,3.904
JAX00469121,19,3.931
UNC29831860,19,3.956
UNCHS047059,19,3.956
UNCHS047060,19,3.96
UNCHS047062,19,3.962
UNCHS047063,19,3.992
UNCHS047064,19,3.995
UNCHS047065,19,3.999
UNC29832192,19,4.003
UNCHS047068,19,4.009
JAX00469154,19,4.016
UNCHS047069,19,4.029
UNCHS047070,19,4.03
UNC29832780,19,4.037
JAX00469178,19,4.058
JAX00469178r,19,4.058
UNCHS047072,19,4.075
UNCHS047073,19,4.082
UNCHS047074,19,4.083
UNC29834997,19,4.086
UNC29836189,19,4.103
UNCHS047076,19,4.126
JAX00469274,19,4.133
UNC29837897,19,4.169
UNCHS047077,19,4.209
UNCHS047078,19,4.213
UNCHS047079,19,4.24
UNCHS047080,19,4.24
UNC29839866,19,4.241
UNCHS047081,19,4.242
UNCHS047082,19,4.243
UNCHS047083,19,4.254
UNCHS047084,19,4.254
UNC29840729,19,4.255
UNC29841215,19,4.263
UNC29841737,19,4.272
JAX00469402,19,4.277
UNC29842600,19,4.284
UNCHS047085,19,4.286
UNCHS047086,19,4.286
UNC29843285,19,4.294
UNCHS047087,19,4.296
UNCHS047088,19,4.296
UNC29844952,19,4.313
UNCHS047089,19,4.317
UNCHS047090,19,4.317
UNC29845290,19,4.318
JAX00469473,19,4.319
UNCHS047091,19,4.324
UNCHS047092,19,4.324
UNCHS047093,19,4.326
JAX00469482,19,4.327
UNC29845938,19,4.327
JAX00469498,19,4.336
UNC29847184,19,4.344
UNC29847961,19,4.367
UNC29849578,19,4.404
JAX00469547,19,4.41
JAX00469562,19,4.443
UNC29851182,19,4.444
UNCHS047095,19,4.444
JAX00469573,19,4.446
JAX00469605,19,4.467
UNC29851894,19,4.468
UNCHS047097,19,4.488
UNCHS047098,19,4.496
UNC29852402,19,4.508
JAX00469629,19,4.605
JAX00469629r,19,4.605
UNC29853003,19,4.629
UNCHS047099,19,4.643
UNCHS047100,19,4.648
UNC29853576,19,4.752
UNCHS047101,19,4.755
UNCHS047102,19,4.759
UNCHS047103,19,4.763
UNCHS047104,19,4.77
JAX00469668,19,4.816
UNC29854243,19,4.832
UNCHS047105,19,4.988
JAX00469709,19,4.99
JAX00469709r,19,4.99
UNC29855562,19,4.994
UNCHS047106,19,4.994
UNC29855954,19,5.113
UNC29856661,19,5.143
UNC29857130,19,5.171
JAX00086581,19,5.174
UNCHS047107,19,5.175
UNC29857813,19,5.195
UNCHS047109,19,5.207
UNCHS047110,19,5.209
UNC29858472,19,5.224
UNC29859195,19,5.251
UNCHS047111,19,5.261
UNCHS047112,19,5.262
UNCHS047113,19,5.267
backupJAX00469786,19,5.275
JAX00469790,19,5.283
JAX00469791,19,5.285
UNCHS047115,19,5.285
UNCHS047116,19,5.286
UNCHS047117,19,5.298
JAX00469799,19,5.298
UNCHS047118,19,5.299
UNC29860444,19,5.307
UNC29861333,19,5.325
UNC29862012,19,5.332
UNCHS047119,19,5.334
UNCHS047120,19,5.334
JAX00469833,19,5.337
UNCHS047121,19,5.34
UNCHS047122,19,5.34
UNC29863583,19,5.345
JAX00469854,19,5.348
UNCHS047123,19,5.352
UNCHS047124,19,5.352
JAX00469860,19,5.358
JAX00469870,19,5.372
UNC29865458,19,5.382
UNC29865775,19,5.389
UNC29866051,19,5.396
JAX00469933,19,5.424
JAX00086690,19,5.426
JAX00469943,19,5.426
UNC29867469,19,5.431
UNCHS047129,19,5.435
UNCHS047130,19,5.436
JAX00469957,19,5.436
UNC29868074,19,5.439
UNCHS047131,19,5.439
UNCHS047132,19,5.439
JAX00214284,19,5.465
UNC29868820,19,5.508
UNC29869217,19,5.574
UNC29869483,19,5.633
UNC29869587,19,5.655
UNC29869670,19,5.68
UNC29869860,19,5.735
JAX00086716,19,5.796
UNC29870159,19,5.807
UNCHS047133,19,5.829
UNC29870238,19,5.832
UNCHS047134,19,5.834
UNC29870343,19,5.862
JAX00469992,19,5.876
UNC29870437,19,5.886
UNCHS047136,19,5.907
UNC29870591,19,5.918
UNC29870739,19,5.942
UNC29870891,19,5.967
UNCHS047137,19,5.987
UNC29870993,19,5.994
UNC29871077,19,6.027
UNC29871139,19,6.035
UNC29871202,19,6.035
UNC29871338,19,6.037
UNC29871593,19,6.039
UNCHS047139,19,6.041
UNCHS047140,19,6.041
UNC29872192,19,6.045
UNC29872760,19,6.05
JAX00470030,19,6.05
UNC29872947,19,6.052
UNC29873192,19,6.055
UNC29874718,19,6.079
UNC29875272,19,6.085
UNC29875419,19,6.126
UNC29875605,19,6.219
UNC29875786,19,6.252
JAX00470089,19,6.272
JAX00470093,19,6.278
UNCHS047141,19,6.28
UNCHS047142,19,6.286
JAX00470100,19,6.286
UNC29876186,19,6.29
UNC29876581,19,6.323
UNC29876798,19,6.34
JAX00470113,19,6.362
UNC29877603,19,6.391
JAX00470130,19,6.391
JAX00470139,19,6.409
UNC29877980,19,6.423
JAX00086798,19,6.428
UNCHS047143,19,6.429
UNCHS047145,19,6.447
UNCHS047146,19,6.453
UNC29878754,19,6.476
UNC29879331,19,6.525
JAX00470180,19,6.529
UNC29879933,19,6.542
UNCHS047148,19,6.542
UNCHS047150,19,6.542
UNC29880316,19,6.547
UNC29880732,19,6.554
JAX00470212,19,6.555
UNC29881093,19,6.561
JAX00086820,19,6.563
JAX00086821,19,6.567
UNC29881497,19,6.567
UNCHS047151,19,6.567
JAX00470226,19,6.568
UNCHS047152,19,6.569
UNC29882074,19,6.575
UNC29882454,19,6.582
UNC29882760,19,6.586
JAX00470266,19,6.591
UNC29883391,19,6.593
JAX00086834,19,6.594
UNCHS047153,19,6.595
UNCHS047154,19,6.601
UNCHS047156,19,6.645
UNC29883931,19,6.692
UNCHS047157,19,6.705
UNC29884249,19,6.755
UNC29885105,19,6.953
UNC29885109,19,6.954
UNC29885129,19,6.956
UNC29885153,19,6.96
UNC29885159,19,6.961
UNC29885182,19,6.965
UNC29885197,19,6.967
UNC29885209,19,6.968
UNCHS047159,19,6.983
UNC29885337,19,6.989
JAX00470322,19,6.993
UNC29885525,19,7.02
UNC29885773,19,7.066
UNCHS047161,19,7.077
UNCHS047162,19,7.088
JAX00086849,19,7.104
UNC29885979,19,7.109
UNC29886257,19,7.166
UNC29886490,19,7.187
UNC29887070,19,7.234
UNCHS047163,19,7.253
UNCHS047164,19,7.26
UNC29887516,19,7.281
UNC29887867,19,7.319
UNCHS047165,19,7.338
UNCHS047166,19,7.341
UNC29888106,19,7.344
UNC29888249,19,7.366
UNC29888412,19,7.396
UNC29888703,19,7.424
UNCHS047167,19,7.431
UNC29888902,19,7.438
UNC29889206,19,7.461
JAX00470430,19,7.486
UNC29889577,19,7.493
backupJAX00470445,19,7.539
UNC29890663,19,7.607
UNCHS047169,19,7.607
UNCHS047170,19,7.611
UNC29890790,19,7.631
UNC29891116,19,7.685
UNC29891263,19,7.721
UNCHS047171,19,7.743
UNCHS047172,19,7.748
UNCHS047173,19,7.77
UNC29891670,19,7.775
UNC29891994,19,7.812
JAX00470472,19,7.819
UNC29892146,19,7.845
UNCHS047176,19,7.864
UNC29892502,19,7.89
UNC29892845,19,7.965
UNC29893228,19,8.029
UNC29893273,19,8.041
