# Genetic map for GigaMUGA chromosome 5
# nrow 6577
# ncol 3
marker,chr,pos
ICR1522,5,1.8
UNCHS013411,5,1.801
UNCHS013412,5,1.806
ICR5524,5,1.846
UNC8539874,5,1.905
ICR1527,5,1.926
ICR5527,5,1.937
ICR1528,5,1.961
ICR1529,5,1.981
JAX00572244,5,1.996
UNCHS013415,5,1.998
UNCHS013416,5,1.999
ICR5530,5,2.019
ICR1531,5,2.037
UNCHS013418,5,2.075
UNC8542083,5,2.104
JAX00126493,5,2.131
JAX00126493q,5,2.131
UNC8542757,5,2.137
JAX00572282,5,2.153
UNCHS013419,5,2.221
UNCHS013420,5,2.223
JAX00126504,5,2.233
UNC8543985,5,2.238
UNCHS013421,5,2.26
UNCHS013422,5,2.263
UNCHS013424,5,2.268
JAX00572303,5,2.271
UNCHS013425,5,2.291
UNCHS013426,5,2.292
UNC8545548,5,2.296
JAX00572335,5,2.3
UNCHS013428,5,2.306
UNCHS013429,5,2.311
UNC8546898,5,2.317
UNCHS013431,5,2.317
JAX00572362,5,2.317
UNCHS013433,5,2.32
UNCHS013434,5,2.321
JAX00126530,5,2.328
UNCHS013435,5,2.329
UNCHS013436,5,2.331
JAX00572406,5,2.356
UNC8549503,5,2.368
JAX00572431,5,2.372
UNCHS013437,5,2.375
UNCHS013438,5,2.376
UNCHS013439,5,2.403
UNCHS013440,5,2.406
UNC8551116,5,2.431
CEAJAX00126552,5,2.438
UNCJPD008200,5,2.458
UNC8551996,5,2.499
JAX00572486,5,2.543
JAX00572486r,5,2.543
UNCHS013441,5,2.564
ICR1532,5,2.568
ICR5532,5,2.569
JAX00572500,5,2.573
UNCHS013443,5,2.58
UNC8554223,5,2.58
UNCHS013444,5,2.581
JAX00572508,5,2.582
ICR1533,5,2.594
ICR5533,5,2.596
JAX00126578,5,2.599
UNC8555119,5,2.602
ICR1534,5,2.621
ICR5534,5,2.621
UNC8556320,5,2.64
JAX00225272,5,2.65
ICR1535,5,2.661
ICR5535,5,2.661
ICR1536,5,2.695
UNC8559748,5,2.722
ICR1537,5,2.727
ICR5537,5,2.727
JAX00572632,5,2.735
UNCHS013445,5,2.755
ICR1538,5,2.756
UNCHS013446,5,2.757
UNC8561659,5,2.774
JAX00572660,5,2.779
ICR5539,5,2.79
JAX00572671,5,2.81
ICR1540,5,2.828
ICR5540,5,2.829
UNC8564033,5,2.831
UNCHS013449,5,2.84
UNCHS013450,5,2.841
UNCHS013451,5,2.859
ICR1541,5,2.86
UNCHS013452,5,2.86
JAX00572722,5,2.861
UNC8565506,5,2.867
UNCHS013454,5,2.867
JAX00572728,5,2.887
JAX00572735,5,2.899
UNCHS013455,5,2.908
UNCHS013456,5,2.91
UNC8567265,5,2.913
ICR1542,5,2.928
ICR5542,5,2.928
UNCHS013458,5,2.948
UNC8568633,5,2.949
UNCHS013459,5,2.957
UNCHS013460,5,2.958
JAX00572799,5,2.969
JAX00572809,5,2.982
ICR1544,5,2.989
UNC8570153,5,2.991
ICR5544,5,2.991
UNCHS013461,5,3.019
UNCHS013462,5,3.021
ICR1546,5,3.052
JAX00572857,5,3.055
JAX00572871,5,3.064
JAX00572882,5,3.096
ICR1548,5,3.122
UNC8576083,5,3.125
JAX00572911,5,3.145
UNCHS013463,5,3.162
UNC8577252,5,3.164
UNCHS013464,5,3.165
JAX00572914,5,3.169
JAX00126695,5,3.169
JAX00572915,5,3.175
ICR1550,5,3.177
UNC8578487,5,3.2
ICR1551,5,3.202
ICR5551,5,3.202
JAX00126706,5,3.211
JAX00572933,5,3.22
UNC8580009,5,3.221
UNC8580463,5,3.226
JAX00126732,5,3.259
UNC8583796,5,3.26
UNC8585275,5,3.274
UNCHS013465,5,3.275
JAX00126745,5,3.281
JAX00573005,5,3.297
UNC8588320,5,3.3
UNCHS013467,5,3.307
UNCHS013468,5,3.308
UNCHS013469,5,3.312
UNCHS013470,5,3.313
UNC8591013,5,3.322
UNCHS013471,5,3.329
UNCHS013472,5,3.329
JAX00573040,5,3.329
JAX00126776,5,3.336
UNC8593180,5,3.345
JAX00573076,5,3.362
UNC8594535,5,3.362
ICR1552,5,3.366
ICR5552,5,3.366
UNCHS013473,5,3.372
UNCHS013474,5,3.372
UNC8598054,5,3.379
ICR1555,5,3.384
ICR5555,5,3.384
UNCHS013475,5,3.384
UNCHS013476,5,3.384
UNC8599448,5,3.386
ICR1556,5,3.389
JAX00573196,5,3.39
UNC8600836,5,3.393
ICR1557,5,3.395
UNCHS013477,5,3.397
JAX00573232,5,3.398
ICR1558,5,3.4
ICR5558,5,3.4
UNCHS013479,5,3.4
UNC8603212,5,3.402
UNCHS013481,5,3.404
UNCHS013482,5,3.404
UNC8603628,5,3.404
ICR2052,5,3.405
ICR5559,5,3.405
JAX00573279,5,3.407
UNCHS013483,5,3.409
UNCHS013484,5,3.409
UNCHS013486,5,3.411
UNC8605220,5,3.415
ICR1561,5,3.416
JAX00573324,5,3.416
UNC8606323,5,3.419
UNCHS013487,5,3.424
UNCHS013488,5,3.425
ICR5562,5,3.427
UNCHS013490,5,3.429
JAX00573386,5,3.448
UNC8608860,5,3.452
JAX00573415,5,3.462
ICR1564,5,3.462
ICR5564,5,3.463
JAX00573426,5,3.478
UNC8609831,5,3.479
ICR1565,5,3.486
ICR5565,5,3.487
JAX00126888,5,3.493
UNCHS013491,5,3.515
UNCHS013492,5,3.516
JAX00573479,5,3.528
ICR5567,5,3.536
UNC8613413,5,3.542
JAX00225356,5,3.554
ICR1568,5,3.556
ICR5568,5,3.556
UNC8614186,5,3.56
ICR5569,5,3.584
JAX00225359,5,3.609
UNC8616855,5,3.615
UNC8616959,5,3.618
UNCHS013493,5,3.639
UNCHS013494,5,3.639
UNCHS013495,5,3.653
UNCHS013496,5,3.654
JAX00573630,5,3.655
UNC8619742,5,3.662
JAX00573642,5,3.663
UNCHS013497,5,3.667
UNCHS013498,5,3.668
JAX00573653,5,3.668
UNC8621063,5,3.694
UNC8622491,5,3.704
JAX00573700,5,3.704
JAX00126959,5,3.707
UNC8624554,5,3.715
JAX00573729,5,3.715
UNCHS013499,5,3.717
UNCHS013500,5,3.717
UNC8625701,5,3.722
JAX00225380,5,3.729
JAX00126978,5,3.731
JAX00573766,5,3.735
UNCHS013502,5,3.737
JAX00573782,5,3.737
UNC8627615,5,3.738
UNC8629796,5,3.755
UNCHS013503,5,3.76
UNCHS013505,5,3.76
UNCHS013504,5,3.76
JAX00573822,5,3.761
UNC8632409,5,3.769
UNC8632628,5,3.771
UNCHS013508,5,3.777
JAX00573854,5,3.78
JAX00573858,5,3.78
UNC8634621,5,3.786
UNC8635788,5,3.792
UNC8636725,5,3.802
cr24snv108,5,3.833
cr2snv140,5,3.842
cr2snv143,5,3.848
cr24snv46,5,3.872
JAX00573893,5,3.897
UNCHS013509,5,3.897
UNCHS013510,5,3.897
UNC8637633,5,3.9
JAX00573923,5,3.911
JAX00573923r,5,3.911
UNC8639736,5,3.911
JAX00573925,5,3.917
CEAJAX00127090,5,3.924
CEAJAX00127091,5,3.924
CEAJAX00573946,5,3.924
backupUNC050017797,5,3.924
UNC8642968,5,3.93
JAX00574027,5,3.942
UNC8647132,5,3.952
JAX00574065,5,3.952
UNC8648308,5,3.958
JAX00574100,5,3.966
JAX00574109,5,3.969
UNC8653387,5,4.159
UNC8655015,5,4.308
UNCHS013512,5,4.425
UNC8656406,5,4.436
UNC8658303,5,4.579
JAX00225452,5,4.695
UNC8660506,5,4.741
JAX00127175,5,4.749
UNC8661095,5,4.801
UNC8661772,5,4.862
UNC8663955,5,5.055
JAX00127193,5,5.071
UNC8664388,5,5.103
JAX00574250,5,5.125
JAX00574250r,5,5.125
JAX00127197,5,5.155
UNC8665070,5,5.169
UNC8666228,5,5.277
JAX00127208,5,5.337
UNC8666813,5,5.34
JAX00574290,5,5.405
UNCHS013515,5,5.421
UNCHS013517,5,5.427
UNCHS013516,5,5.432
JAX00574293,5,5.435
UNCHS013518,5,5.436
UNCHS013520,5,5.467
JAX00574319,5,5.584
UNC8670226,5,5.617
UNC8671243,5,5.711
JAX00574346,5,5.742
UNC8671779,5,5.765
JAX00574354,5,5.867
UNC8672737,5,5.894
UNCHS013521,5,5.921
UNCHS013522,5,5.928
JAX00574380,5,6.002
UNC8674019,5,6.059
UNCHS013523,5,6.158
UNCHS013524,5,6.16
UNC8675539,5,6.177
JAX00574396,5,6.188
JAX00574400,5,6.19
JAX00574400r,5,6.19
JAX00574407,5,6.213
UNC8677758,5,6.249
JAX00574426q,5,6.287
UNC8678790,5,6.29
UNC8679606,5,6.321
UNCHS013525,5,6.322
UNCHS013526,5,6.325
UNC8680073,5,6.344
JAX00127269,5,6.349
UNCHS013527,5,6.356
UNC8680751,5,6.372
UNCHS013529,5,6.394
UNC8681271,5,6.394
UNC8682088,5,6.421
JAX00127280,5,6.43
UNC8683083,5,6.452
UNCHS013531,5,6.453
UNCHS013532,5,6.453
UNC8683868,5,6.457
UNCHS013533,5,6.458
JAX00574481,5,6.46
JAX00574498,5,6.537
UNC8685416,5,6.538
UNC8685963,5,6.544
UNC8686439,5,6.547
JAX00574526,5,6.552
UNCHS013535,5,6.555
UNCHS013536,5,6.556
UNC8687305,5,6.56
JAX00574530,5,6.566
UNC8688022,5,6.581
UNC8688466,5,6.595
JAX00574540,5,6.604
UNC8689454,5,6.621
UNC8690080,5,6.641
UNCHS013537,5,6.641
UNCHS013538,5,6.644
UNC8690675,5,6.669
UNC8691285,5,6.702
UNCHS013539,5,6.724
UNCHS013540,5,6.727
UNCHS013541,5,6.741
UNCHS013542,5,6.748
UNC8692113,5,6.749
UNC8692612,5,6.777
UNC8693073,5,6.796
JAX00127350,5,6.824
UNCHS013543,5,6.84
UNC8694065,5,6.847
UNCHS013545,5,6.849
UNCHS013546,5,6.853
JAX00574622,5,6.884
UNC8694833,5,6.894
UNC8695516,5,6.934
UNC8696205,5,6.982
UNC8696934,5,7.022
JAX00574650,5,7.047
JAX00574656,5,7.075
backupUNC050029531,5,7.089
UNC8698446,5,7.125
UNCHS013547,5,7.13
UNCHS013548,5,7.137
UNC8698880,5,7.17
UNC8699414,5,7.213
JAX00127380,5,7.251
UNC8700030,5,7.269
UNC8700717,5,7.385
UNCHS013549,5,7.449
UNCHS013550,5,7.456
UNC8701284,5,7.501
UNCHS013551,5,7.501
UNC8701951,5,7.637
UNC8702305,5,7.758
JAX00574755,5,7.878
UNC8703236,5,7.904
JAX00574768,5,7.92
UNC8703778,5,7.92
UNC8705332,5,7.934
UNCHS013553,5,7.937
JAX00127419,5,7.949
UNC8707963,5,7.949
UNC8708513,5,7.955
UNCHS013555,5,7.957
UNCHS013556,5,7.958
UNCHS013557,5,7.96
UNCHS013558,5,7.96
UNC8709277,5,7.962
UNC8711165,5,7.977
JAX00574827,5,7.979
UNC8711819,5,7.983
backupJAX00574846,5,7.989
UNC8713379,5,8.004
JAX00574867,5,8.05
JAX00127447,5,8.067
UNCHS013559,5,8.067
UNCHS013560,5,8.082
UNC8714071,5,8.096
UNCHS013562,5,8.098
UNCHS013564,5,8.101
JAX00127455,5,8.103
UNC8715702,5,8.105
UNCHS013566,5,8.106
backupJAX00574888,5,8.11
JAX00574888,5,8.11
JAX00574891,5,8.111
JAX00574895,5,8.113
UNC8717115,5,8.113
UNC8717797,5,8.119
UNC8718518,5,8.126
JAX00127470,5,8.127
UNC8719055,5,8.131
JAX00574944,5,8.131
UNC8719712,5,8.138
JAX00574964,5,8.146
UNC8720705,5,8.15
UNC8721066,5,8.156
JAX00127486,5,8.156
UNC8721542,5,8.163
UNC8722471,5,8.182
