# Genetic map for GigaMUGA chromosome 15
# nrow 4558
# ncol 3
marker,chr,pos
UNCHS039529,15,1.67
UNCHS039530,15,1.674
JAX00206151,15,1.674
JAX00392005,15,1.702
JAX00058358,15,1.721
JAX00058360,15,1.742
JAX00058360r,15,1.742
UNCHS039531,15,1.763
UNCHS039532,15,1.766
JAX00058366,15,1.781
UNC24946125,15,1.8
JAX00392041,15,1.835
JAX00058379,15,1.849
JAX00058384,15,1.86
JAX00058385,15,1.86
JAX00392071,15,1.862
JAX00392074,15,1.864
JAX00392076,15,1.865
UNC24948173,15,1.866
UNCHS039533,15,1.868
UNCHS039534,15,1.869
UNCHS039535,15,1.899
UNCHS039538,15,1.903
JAX00058407,15,1.908
UNCHS039539,15,1.917
UNCHS039540,15,1.917
UNC24952531,15,1.933
UNCHS039541,15,1.934
UNCHS039542,15,1.934
JAX00392164,15,1.944
JAX00392168,15,1.945
UNCHS039544,15,1.957
JAX00058433,15,1.958
UNCHS039545,15,1.963
UNCHS039547,15,1.963
UNCHS039546,15,1.963
UNCHS039548,15,1.963
JAX00058444,15,1.965
JAX00392209,15,1.967
UNC24956990,15,1.972
UNCrs219271954,15,1.974
UNCrs46103685,15,1.974
UNCrs46683951,15,1.974
UNCrs221562569,15,1.974
UNCrs46132586,15,1.974
UNCrs50662761,15,1.974
UNCrs47614422,15,1.974
UNCrs251035997,15,1.974
UNCrs261132236,15,1.974
UNCrs226512691,15,1.974
UNCrs236750160,15,1.975
UNCrs46476351,15,1.975
UNCrs240834849,15,1.975
UNCrs47423770,15,1.975
UNCrs251514990,15,1.975
UNCrs48864962,15,1.975
UNCrs232160953,15,1.975
UNCrs45776549,15,1.975
UNCHS039549,15,1.976
UNCHS039550,15,1.977
UNC24958067,15,1.978
UNCHS039551,15,1.981
UNCHS039552,15,1.981
UNCHS039553,15,1.982
UNCHS039554,15,1.982
UNCrs32668268,15,1.984
UNCrs214699386,15,1.984
UNCrs236470989,15,1.984
UNCrs224581879,15,1.984
UNCrs256503069,15,1.984
UNCrs237741515,15,1.984
UNCrs32664604,15,1.985
UNCrs32664085,15,1.985
UNC24959904,15,1.986
JAX00392314,15,1.99
UNCHS039556,15,1.991
UNCHS039558,15,1.992
UNC24962211,15,1.994
UNC24963717,15,2.002
UNCHS039560,15,2.004
JAX00392352,15,2.007
JAX00392359,15,2.013
backupUNC150416509,15,2.016
UNC24968272,15,2.026
CEAJAX00392401,15,2.027
UNC24970207,15,2.034
JAX00058549,15,2.034
JAX00392437,15,2.082
JAX00058562,15,2.104
UNCHS039562,15,2.107
UNC24973679,15,2.115
UNCHS039563,15,2.126
UNCHS039564,15,2.127
JAX00392479,15,2.32
UNC24975925,15,2.422
UNC24977087,15,2.766
UNC24977336,15,2.845
UNC24977664,15,2.96
UNCrs229262926,15,2.973
UNCrs230980978,15,2.978
UNCrs45989277,15,2.978
UNCrs242831495,15,2.979
complement020,15,2.979
UNCrs51613074,15,2.979
UNCrs50526270,15,2.98
UNCrs46931822,15,2.981
UNCrs231789001,15,2.981
UNCrs48980379,15,2.981
UNCrs250208288,15,2.982
UNCrs264614724,15,2.982
UNCHS039565,15,2.982
UNCrs48161794,15,2.982
UNCrs47435536,15,2.985
UNCrs229773675,15,2.985
UNCrs251882442,15,2.985
UNCrs213506470,15,2.985
UNCrs262864826,15,2.986
UNCrs45960874,15,2.986
UNCrs252708837,15,2.986
UNCrs48463329,15,2.986
complement021,15,2.987
UNCHS039566,15,3.018
UNC24977847,15,3.025
UNCrs249474840,15,3.026
UNCrs228691205,15,3.036
UNCrs52048883,15,3.047
UNCrs247753377,15,3.047
UNCHS039567,15,3.064
UNCrs259836210,15,3.067
UNCrs47769360,15,3.069
UNCHS039568,15,3.073
JAX00392520,15,3.087
UNC24978100,15,3.121
UNC24978233,15,3.156
UNC24978455,15,3.165
UNC24978799,15,3.174
UNC24979053,15,3.182
UNC24979392,15,3.19
JAX00058604,15,3.207
UNCHS039569,15,3.228
UNCHS039570,15,3.229
UNC24980749,15,3.237
UNC24981006,15,3.247
JAX00058612,15,3.248
UNC24981174,15,3.256
UNC24981522,15,3.263
UNC24981817,15,3.27
UNC24982163,15,3.278
UNC24982501,15,3.287
UNCHS039571,15,3.293
UNCHS039572,15,3.294
UNC150561938,15,3.302
JAX00392597,15,3.306
UNC24983321,15,3.31
UNC24983636,15,3.319
UNC24983794,15,3.325
UNC24984154,15,3.334
UNC24984364,15,3.339
UNC24984830,15,3.35
UNCHS039573,15,3.351
UNC24985027,15,3.356
JAX00392650,15,3.358
UNCHS039576,15,3.359
UNC24985412,15,3.365
UNCHS039577,15,3.365
UNC24985765,15,3.373
JAX00392665,15,3.373
B6_rs13459145,15,3.376
JAX00392672,15,3.378
UNC24986265,15,3.382
UNC24986546,15,3.388
UNC24986909,15,3.397
UNC24987394,15,3.407
UNC24987518,15,3.41
UNC24987860,15,3.421
UNCHS039579,15,3.445
UNCHS039580,15,3.446
UNC24989147,15,3.453
JAX00392728,15,3.459
UNC24989547,15,3.461
UNC24989772,15,3.468
UNC24990035,15,3.472
UNCHS039581,15,3.475
UNCHS039582,15,3.477
UNCHS039583,15,3.486
UNCHS039584,15,3.488
UNC24990749,15,3.489
UNCHS039585,15,3.527
UNC24992145,15,3.528
JAX00392774,15,3.528
JAX00392774r,15,3.528
UNCHS039586,15,3.528
JAX00392802,15,3.558
JAX00392802r,15,3.558
