# Genetic map for GigaMUGA chromosome 4
# nrow 6623
# ncol 3
marker,chr,pos
JAX00115386,4,1.743
ICR1447,4,1.793
ICR5449,4,1.831
ICR1452,4,1.904
ICR5452,4,1.906
JAX00543628,4,1.916
UNC6636974,4,1.939
UNCHS010575,4,1.939
UNCHS010576,4,1.941
JAX00543642,4,1.99
UNCHS010577,4,2.003
UNCHS010578,4,2.004
UNCHS010579,4,2.008
UNCHS010580,4,2.009
JAX00543645,4,2.017
UNC6638575,4,2.05
JAX00543652,4,2.052
UNCHS010581,4,2.062
UNCHS010582,4,2.065
JAX00115433,4,2.096
UNCHS010585,4,2.117
UNCHS010586,4,2.118
UNC6640040,4,2.128
JAX00115439,4,2.136
UNC6641184,4,2.192
UNCHS010588,4,2.193
JAX00543696,4,2.207
UNCHS010590,4,2.207
UNCHS010592,4,2.21
JAX00543697,4,2.212
UNC6641778,4,2.233
JAX00543702,4,2.246
UNC6642538,4,2.276
JAX00115460,4,2.297
UNC6643327,4,2.314
JAX00115463,4,2.314
UNC6643932,4,2.349
UNCHS010593,4,2.372
UNCHS010596,4,2.391
JAX00543755,4,2.416
UNCHS010598,4,2.448
UNC6646662,4,2.475
UNCHS010599,4,2.479
UNCHS010600,4,2.481
UNC6647492,4,2.506
UNC6648335,4,2.548
UNCHS010601,4,2.55
UNCHS010602,4,2.552
JAX00543797,4,2.56
JAX00543805,4,2.561
UNCHS010603,4,2.563
UNC6649201,4,2.563
UNCHS010604,4,2.563
JAX00543815,4,2.566
UNC6650781,4,2.571
UNCHS010605,4,2.575
UNCHS010606,4,2.576
UNC6651698,4,2.576
UNCHS010607,4,2.58
UNCHS010608,4,2.58
UNC6653465,4,2.587
UNC6654411,4,2.593
JAX00543877,4,2.593
UNC6655563,4,2.599
UNCHS010609,4,2.601
JAX00115550,4,2.607
UNCHS010611,4,2.61
UNCHS010612,4,2.61
UNC6657259,4,2.61
UNC6658366,4,2.616
JAX00115562,4,2.623
UNCHS010613,4,2.631
UNCHS010614,4,2.632
UNC6659478,4,2.647
JAX00115567,4,2.654
UNC6660055,4,2.67
UNCHS010615,4,2.699
UNCHS010616,4,2.703
UNCHS010617,4,2.721
UNCHS010618,4,2.722
JAX00543940,4,2.731
JAX00543941,4,2.734
UNC6662357,4,2.757
UNC6663268,4,2.795
JAX00543960,4,2.82
JAX00543965,4,2.839
UNC6664472,4,2.84
UNCHS010619,4,2.845
UNC6664886,4,2.848
JAX00543984,4,2.857
UNC6666210,4,2.891
UNC6667407,4,2.924
B6_rs32143059,4,2.947
sanger2703,4,2.947
sanger2703q,4,2.947
JAX00544071,4,2.948
UNC6668815,4,2.951
UNC6671154,4,3.009
UNC6671677,4,3.023
UNCHS010621,4,3.045
UNCHS010622,4,3.05
JAX00544152,4,3.07
UNC6673222,4,3.084
UNC6674166,4,3.179
JAX00544168,4,3.218
JAX00544171,4,3.23
UNC6675203,4,3.262
JAX00544176,4,3.263
UNC6675934,4,3.284
JAX00544183,4,3.287
UNCHS010623,4,3.295
UNCHS010624,4,3.297
UNCHS010625,4,3.309
UNC6676628,4,3.311
UNCHS010626,4,3.311
UNC6677287,4,3.337
JAX00544212,4,3.348
JAX00544220,4,3.353
JAX00544220q,4,3.353
JAX00544236,4,3.364
JAX00115682,4,3.369
UNCHS010627,4,3.374
UNCHS010628,4,3.375
UNC6678659,4,3.377
UNCHS010629,4,3.378
UNCHS010630,4,3.379
JAX00544287,4,3.386
UNC6679755,4,3.406
JAX00544304,4,3.42
UNC6680788,4,3.444
JAX00544317,4,3.447
UNC6682361,4,3.485
UNCHS010631,4,3.489
UNCHS010632,4,3.489
JAX00544345,4,3.49
UNCHS010633,4,3.491
UNCHS010634,4,3.491
UNC6683411,4,3.495
UNC6684498,4,3.502
UNC6685279,4,3.508
UNC6686179,4,3.514
JAX00544397,4,3.523
JAX00544400,4,3.524
UNC6688819,4,3.53
UNC6689484,4,3.535
JAX00544439,4,3.547
JAX00544439q,4,3.547
UNC6691401,4,3.56
UNCHS010635,4,3.568
UNCHS010636,4,3.568
JAX00115761,4,3.57
UNC6692687,4,3.578
UNCHS010637,4,3.589
UNC6694526,4,3.61
JAX00115774,4,3.614
JAX00544488,4,3.615
JAX00115784,4,3.64
UNC6696776,4,3.643
CEAJAX00544508,4,3.644
JAX00544525,4,3.65
JAX00544535,4,3.654
JAX00544535r,4,3.654
UNC6698201,4,3.67
UNC6698408,4,3.674
UNCHS010639,4,3.691
UNCHS010640,4,3.692
JAX00544562,4,3.702
JAX00544565,4,3.711
UNCHS010642,4,3.729
UNC6700714,4,3.769
UNCHS010643,4,3.791
UNC6701163,4,3.803
UNC6701385,4,3.816
UNC6701680,4,3.835
UNC6701909,4,3.844
UNC6702558,4,3.882
UNCHS010646,4,3.892
UNC6702670,4,3.893
UNC6703399,4,3.926
UNC6703601,4,3.937
UNC6703942,4,3.952
UNC6704340,4,3.969
UNC6705127,4,4
UNC6705634,4,4.022
UNCHS010648,4,4.023
UNC6705925,4,4.037
JAX00544662,4,4.055
UNCHS010649,4,4.059
UNC6706566,4,4.06
UNCHS010650,4,4.06
UNC6706710,4,4.067
UNC6706983,4,4.084
UNCHS010651,4,4.086
JAX00544695,4,4.087
UNCHS010652,4,4.087
UNC6707517,4,4.097
UNC6707829,4,4.104
UNC6707994,4,4.109
UNC6708481,4,4.121
UNCHS010653,4,4.124
UNCHS010654,4,4.125
JAX00544720,4,4.127
UNC6708844,4,4.131
JAX00544725,4,4.132
UNC6709218,4,4.139
UNC6709591,4,4.149
UNC6709932,4,4.159
UNC6710200,4,4.167
JAX00544752,4,4.173
UNC6710541,4,4.177
UNC6710710,4,4.188
UNCHS010655,4,4.192
UNC6711442,4,4.205
UNC6711741,4,4.214
JAX00544768,4,4.214
UNC6712029,4,4.219
UNCHS010658,4,4.219
JAX00115862,4,4.221
UNC6712413,4,4.231
JAX00544778,4,4.238
UNC6712924,4,4.242
UNC6713099,4,4.247
UNC6713509,4,4.258
UNCHS010660,4,4.263
JAX00544785,4,4.269
UNC6713890,4,4.269
UNC6715300,4,4.308
UNC6715489,4,4.314
UNC6715852,4,4.324
UNC6716325,4,4.342
UNC6716635,4,4.353
UNC6716853,4,4.362
UNC6717033,4,4.368
UNCHS010661,4,4.369
UNCHS010662,4,4.37
JAX00544857,4,4.377
UNC6717336,4,4.381
UNC6717816,4,4.402
UNC6717991,4,4.408
UNC6718223,4,4.418
UNC6718269,4,4.424
UNC6718456,4,4.433
UNCHS010663,4,4.442
UNCHS010664,4,4.443
UNC6718797,4,4.446
UNC6718897,4,4.453
UNC6719151,4,4.46
UNC6719476,4,4.477
UNC6719611,4,4.482
UNC6719788,4,4.487
JAX00115905,4,4.492
UNC6720032,4,4.5
UNC6720124,4,4.509
JAX00544927,4,4.511
JAX00544928,4,4.511
UNC6720374,4,4.52
UNCHS010665,4,4.522
UNCHS010666,4,4.523
UNC6720569,4,4.526
JAX00544947,4,4.536
JAX00544948,4,4.536
UNC6721089,4,4.544
JAX00544965,4,4.554
UNC6722157,4,4.583
JAX00545008,4,4.595
UNC6723157,4,4.617
UNCHS010667,4,4.626
UNCHS010668,4,4.628
UNC6723382,4,4.633
UNC6723562,4,4.651
UNC6724099,4,4.671
UNC6724691,4,4.695
UNC6725055,4,4.708
JAX00545047,4,4.73
